YEAR,FISHERY_SECTOR,GEAR,MAJOR_STAT_AREA_CODE,SPECIES_CODE,SPECIES_COMMON_NAME,LANDED_KG,DISCARDED_KG,DISCARDED_PCS
2000,FOREIGN,MIDWATER TRAWL,3,602,ARROWTOOTH FLOUNDER,61,0,0
2000,FOREIGN,MIDWATER TRAWL,4,602,ARROWTOOTH FLOUNDER,16,0,0
2000,FOREIGN,MIDWATER TRAWL,9,602,ARROWTOOTH FLOUNDER,29,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,0,602,ARROWTOOTH FLOUNDER,14116.93,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,0,607,PETRALE SOLE,2635.88,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,0,621,SOUTHERN ROCK SOLE,512.12,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,0,626,DOVER SOLE,883.16,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,0,628,ENGLISH SOLE,2131.91,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,206.38,45.36,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,1164.67,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,56964.92,0,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,66489.88,9.07,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,96764.08,22.68,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,628301.95,453656.5,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,160452.4,9730.71,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,26880.36,6921.05,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,1024899.92,79573.68,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,33306.09,14509.32,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,1117416.14,213760.07,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,52645.87,3583.9,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,532.37,130.2,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,238599.64,65303.92,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,4295.33,1491.02,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,368894.95,388521.96,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,15110.07,2853.18,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,103427.84,24701.71,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,209942.69,36856.33,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,23009.94,10907.35,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,1650313.87,838064.96,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,84695.85,6656.72,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,261398.44,25900.11,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,423046.77,42838.09,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,44560.16,15696.94,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,9923.55,227495.99,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,26678.21,930.33,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,364724.04,49116.36,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,91208,14240.84,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,44594.29,23657.49,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,466713.8,1288966.31,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,24803.79,6779.99,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,412424.69,77060.31,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,743454.74,68728.58,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,457886.21,162655.44,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,9,602,ARROWTOOTH FLOUNDER,13086.61,147198.88,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,9,607,PETRALE SOLE,36080.48,239.04,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,9,621,SOUTHERN ROCK SOLE,212.21,209.57,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,9,626,DOVER SOLE,239900.42,40077.38,0
2000,GROUNDFISH TRAWL,BOTTOM TRAWL,9,628,ENGLISH SOLE,293.94,159.66,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,0,602,ARROWTOOTH FLOUNDER,338.83,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,0,621,SOUTHERN ROCK SOLE,3.18,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,0,628,ENGLISH SOLE,437.72,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,1,602,ARROWTOOTH FLOUNDER,138.35,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,1,607,PETRALE SOLE,6.55,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,1,621,SOUTHERN ROCK SOLE,26.09,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,1,626,DOVER SOLE,116.72,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,1,628,ENGLISH SOLE,346.07,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,3,602,ARROWTOOTH FLOUNDER,879.08,78.92,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,3,607,PETRALE SOLE,2.24,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,3,628,ENGLISH SOLE,1.81,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,4,602,ARROWTOOTH FLOUNDER,3094.37,940.75,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,4,607,PETRALE SOLE,25.15,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,4,626,DOVER SOLE,110.45,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,4,628,ENGLISH SOLE,1.35,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,5,602,ARROWTOOTH FLOUNDER,1254.02,487.61,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,5,607,PETRALE SOLE,0,0.45,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,5,626,DOVER SOLE,0,2.27,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,5,628,ENGLISH SOLE,25.26,1.36,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,1852.06,352,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,6,607,PETRALE SOLE,6.35,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,6,628,ENGLISH SOLE,0,22.68,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,7,602,ARROWTOOTH FLOUNDER,0,47.63,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,1234.96,410.5,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,8,621,SOUTHERN ROCK SOLE,0,0,0
2000,GROUNDFISH TRAWL,MIDWATER TRAWL,8,628,ENGLISH SOLE,736.92,9.98,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,602,ARROWTOOTH FLOUNDER,4168.12,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,607,PETRALE SOLE,942.14,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,621,SOUTHERN ROCK SOLE,100.25,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,626,DOVER SOLE,523,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,628,ENGLISH SOLE,663.62,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,607,PETRALE SOLE,0.45,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,1.36,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,602,ARROWTOOTH FLOUNDER,1836.62,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,0.45,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,626,DOVER SOLE,5.44,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,628,ENGLISH SOLE,26.3,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,602,ARROWTOOTH FLOUNDER,1.36,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,607,PETRALE SOLE,52.62,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,626,DOVER SOLE,12.25,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,602,ARROWTOOTH FLOUNDER,114.76,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,607,PETRALE SOLE,49.9,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,628,ENGLISH SOLE,1.36,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,602,ARROWTOOTH FLOUNDER,27.67,0,0
2000,GROUNDFISH TRAWL,UNKNOWN TRAWL,9,602,ARROWTOOTH FLOUNDER,45.36,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,3,602,ARROWTOOTH FLOUNDER,2085,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,3,621,SOUTHERN ROCK SOLE,2,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,3,626,DOVER SOLE,6,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,3,628,ENGLISH SOLE,1,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,5,602,ARROWTOOTH FLOUNDER,4918,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,2662,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,141,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,9,602,ARROWTOOTH FLOUNDER,100,0,0
2000,JOINT VENTURE TRAWL,MIDWATER TRAWL,9,628,ENGLISH SOLE,2,0,0
2000,SABLEFISH,HOOK AND LINE,3,602,ARROWTOOTH FLOUNDER,0,641,0
2000,SABLEFISH,TRAP,0,626,DOVER SOLE,42,0,0
2000,SABLEFISH,TRAP,6,602,ARROWTOOTH FLOUNDER,0,339,0
2000,SABLEFISH,TRAP,9,602,ARROWTOOTH FLOUNDER,0,1477,0
2000,SCHEDULE II,HOOK AND LINE,0,602,ARROWTOOTH FLOUNDER,490.8,0,0
2000,SCHEDULE II,HOOK AND LINE,0,621,SOUTHERN ROCK SOLE,5.44,0,0
2000,ZN,HOOK AND LINE,0,602,ARROWTOOTH FLOUNDER,4138.61,0,0
2000,ZN,HOOK AND LINE,0,607,PETRALE SOLE,71.67,0,0
2000,ZN,HOOK AND LINE,0,621,SOUTHERN ROCK SOLE,948.64,0,0
2000,ZN,HOOK AND LINE,0,626,DOVER SOLE,62.59,0,0
2000,ZN,HOOK AND LINE,0,628,ENGLISH SOLE,18.59,0,0
2000,ZN,HOOK AND LINE,1,602,ARROWTOOTH FLOUNDER,2.14,0,0
2000,ZN,HOOK AND LINE,1,621,SOUTHERN ROCK SOLE,169.89,0,0
2000,ZN,HOOK AND LINE,3,621,SOUTHERN ROCK SOLE,0.75,0,0
2000,ZN,HOOK AND LINE,4,621,SOUTHERN ROCK SOLE,1.36,0,0
2000,ZN,HOOK AND LINE,5,602,ARROWTOOTH FLOUNDER,513.91,0,0
2000,ZN,HOOK AND LINE,5,621,SOUTHERN ROCK SOLE,11.34,0,0
2000,ZN,HOOK AND LINE,6,621,SOUTHERN ROCK SOLE,22.67,0,0
2000,ZN,HOOK AND LINE,7,607,PETRALE SOLE,67.13,0,0
2000,ZN,HOOK AND LINE,8,602,ARROWTOOTH FLOUNDER,8.32,0,0
2000,ZN,HOOK AND LINE,8,621,SOUTHERN ROCK SOLE,55.79,0,0
2000,ZN,HOOK AND LINE,9,602,ARROWTOOTH FLOUNDER,6.65,0,0
2000,ZN,HOOK AND LINE,9,621,SOUTHERN ROCK SOLE,0.5,0,0
2000,ZN,HOOK AND LINE,9,626,DOVER SOLE,17.23,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,0,602,ARROWTOOTH FLOUNDER,9363.62,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,0,607,PETRALE SOLE,2906.02,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,0,621,SOUTHERN ROCK SOLE,7808.05,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,0,626,DOVER SOLE,883.07,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,0,628,ENGLISH SOLE,1120.59,0,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,670.51,1598.6,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,314.96,0.45,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,48023.06,401.72,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,75924.2,106.94,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,97766.84,826.6,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,2237159.44,423991.24,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,165398.04,9480.76,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,18788.4,7793.54,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,876525.9,65544.91,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,30791.54,16654.33,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,2772907.21,223728.63,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,67090.97,3152.37,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,757.6,165.03,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,201140.8,41266.84,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,7793.69,1312.78,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,255670.75,299518.43,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,18861.32,3346.87,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,134390.02,31345.82,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,145882.67,27711,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,18346.64,12266.46,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,1849428.83,651632.49,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,147826.89,4462.09,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,273489.96,36570.51,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,364289.36,43436.96,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,51350.34,23276.21,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,8940.37,123452.77,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,19635.27,2232.83,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,370107.37,50158.79,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,127345.19,21070.38,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,11548.84,7050.22,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,962274.92,547265.11,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,15329.17,970.01,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,205293.1,43762.45,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,692534.31,45701.48,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,402708.32,59581.9,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,9,602,ARROWTOOTH FLOUNDER,77246.56,130656.94,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,9,607,PETRALE SOLE,68607.25,42.14,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,9,621,SOUTHERN ROCK SOLE,2.72,22.67,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,9,626,DOVER SOLE,214655.57,51333.45,0
2001,GROUNDFISH TRAWL,BOTTOM TRAWL,9,628,ENGLISH SOLE,69.01,2.26,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,0,602,ARROWTOOTH FLOUNDER,63.47,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,0,628,ENGLISH SOLE,25.4,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,1,602,ARROWTOOTH FLOUNDER,42.62,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,1,607,PETRALE SOLE,0,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,1,621,SOUTHERN ROCK SOLE,31.29,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,1,626,DOVER SOLE,283.71,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,1,628,ENGLISH SOLE,769.3,73.02,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,3,602,ARROWTOOTH FLOUNDER,3798.83,219.95,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,3,607,PETRALE SOLE,488.84,11.79,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,3,621,SOUTHERN ROCK SOLE,1189.99,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,3,626,DOVER SOLE,486.95,5.89,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,3,628,ENGLISH SOLE,518.53,136.97,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,4,602,ARROWTOOTH FLOUNDER,12504.58,2364.83,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,4,607,PETRALE SOLE,371.74,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,4,621,SOUTHERN ROCK SOLE,3.69,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,4,626,DOVER SOLE,6265.48,52.12,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,4,628,ENGLISH SOLE,14.96,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,5,602,ARROWTOOTH FLOUNDER,12145.56,11104.58,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,5,607,PETRALE SOLE,882.96,24.92,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,5,621,SOUTHERN ROCK SOLE,16684.25,2350.31,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,5,626,DOVER SOLE,9842.57,293.41,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,5,628,ENGLISH SOLE,1420.75,784.61,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,29474.12,35645.76,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,6,607,PETRALE SOLE,4886.49,126.05,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,6,621,SOUTHERN ROCK SOLE,27893.02,4501.64,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,6,626,DOVER SOLE,19525.66,1890,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,6,628,ENGLISH SOLE,3729.16,833.16,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,7,602,ARROWTOOTH FLOUNDER,0,2127.81,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,7,607,PETRALE SOLE,80.96,17.22,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,7,621,SOUTHERN ROCK SOLE,7809.64,823.24,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,7,626,DOVER SOLE,8546.52,49.87,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,7,628,ENGLISH SOLE,104.99,181.43,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,130.65,864.44,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,8,607,PETRALE SOLE,30.55,0,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,8,621,SOUTHERN ROCK SOLE,6666.54,2904.82,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,8,626,DOVER SOLE,45.42,4.53,0
2001,GROUNDFISH TRAWL,MIDWATER TRAWL,8,628,ENGLISH SOLE,258.67,27.2,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,602,ARROWTOOTH FLOUNDER,3940.21,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,607,PETRALE SOLE,202.71,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,621,SOUTHERN ROCK SOLE,35.79,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,626,DOVER SOLE,568.89,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,0,628,ENGLISH SOLE,1146.07,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,607,PETRALE SOLE,14.06,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,602,ARROWTOOTH FLOUNDER,469,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,607,PETRALE SOLE,78.01,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,11.78,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,626,DOVER SOLE,1.81,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,628,ENGLISH SOLE,43.97,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,602,ARROWTOOTH FLOUNDER,9.07,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,626,DOVER SOLE,11.33,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,628,ENGLISH SOLE,2.26,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,602,ARROWTOOTH FLOUNDER,14.05,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,607,PETRALE SOLE,59.86,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,621,SOUTHERN ROCK SOLE,17.69,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,626,DOVER SOLE,58.5,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,628,ENGLISH SOLE,34,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,602,ARROWTOOTH FLOUNDER,44.45,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,602,ARROWTOOTH FLOUNDER,28.1,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,607,PETRALE SOLE,15.41,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,626,DOVER SOLE,45.35,0,0
2001,GROUNDFISH TRAWL,UNKNOWN TRAWL,9,602,ARROWTOOTH FLOUNDER,36.74,0,0
2001,HALIBUT,HOOK AND LINE,0,602,ARROWTOOTH FLOUNDER,73.71,0,0
2001,HALIBUT,HOOK AND LINE,3,602,ARROWTOOTH FLOUNDER,93.44,0,0
2001,HALIBUT,HOOK AND LINE,3,626,DOVER SOLE,0.91,0,0
2001,HALIBUT,HOOK AND LINE,4,602,ARROWTOOTH FLOUNDER,111.58,0,0
2001,HALIBUT,HOOK AND LINE,5,602,ARROWTOOTH FLOUNDER,48.08,0,0
2001,HALIBUT,HOOK AND LINE,5,607,PETRALE SOLE,0.91,0,0
2001,HALIBUT,HOOK AND LINE,6,602,ARROWTOOTH FLOUNDER,320.69,0,0
2001,HALIBUT,HOOK AND LINE,6,607,PETRALE SOLE,10.43,0,0
2001,HALIBUT,HOOK AND LINE,6,626,DOVER SOLE,3.63,0,0
2001,HALIBUT,HOOK AND LINE,7,602,ARROWTOOTH FLOUNDER,162.84,0,0
2001,HALIBUT,HOOK AND LINE,7,607,PETRALE SOLE,40.6,0,0
2001,HALIBUT,HOOK AND LINE,7,621,SOUTHERN ROCK SOLE,0.9,0,0
2001,HALIBUT,HOOK AND LINE,8,602,ARROWTOOTH FLOUNDER,335.16,0,0
2001,HALIBUT,HOOK AND LINE,8,607,PETRALE SOLE,0.06,0,0
2001,HALIBUT,HOOK AND LINE,9,602,ARROWTOOTH FLOUNDER,345.47,0,0
2001,HALIBUT,HOOK AND LINE,9,607,PETRALE SOLE,11.95,0,0
2001,HALIBUT,HOOK AND LINE,9,621,SOUTHERN ROCK SOLE,1.36,0,0
2001,HALIBUT,HOOK AND LINE,9,626,DOVER SOLE,44.45,0,0
2001,JOINT VENTURE TRAWL,MIDWATER TRAWL,3,602,ARROWTOOTH FLOUNDER,3073,0,0
2001,SABLEFISH,TRAP,3,602,ARROWTOOTH FLOUNDER,0,679.6,0
2001,SABLEFISH,TRAP,3,626,DOVER SOLE,0,58.6,0
2001,SABLEFISH,TRAP,9,602,ARROWTOOTH FLOUNDER,0,1974.2,0
2001,SABLEFISH,TRAP,9,626,DOVER SOLE,0,19.6,0
2001,SCHEDULE II,HOOK AND LINE,0,621,SOUTHERN ROCK SOLE,18.6,0,0
2001,SCHEDULE II,HOOK AND LINE,3,602,ARROWTOOTH FLOUNDER,2.72,137.44,0
2001,ZN,HOOK AND LINE,0,602,ARROWTOOTH FLOUNDER,8544.41,0,0
2001,ZN,HOOK AND LINE,0,607,PETRALE SOLE,36.28,0,0
