YEAR,FISHERY_SECTOR,GEAR,MAJOR_STAT_AREA_CODE,SPECIES_CODE,SPECIES_COMMON_NAME,LANDED_KG,DISCARDED_KG,DISCARDED_PCS
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,244619,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,68595,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,1420,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,39771,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,11075,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,397196,1361,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,51683,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,13348,5670,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,591843,88678,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,15893,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,819343,1361,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,830573,0,0
1975,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,919702,110555,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,0,9072,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,6,607,PETRALE SOLE,1031,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,6,621,SOUTHERN ROCK SOLE,6266,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,6,626,DOVER SOLE,1054,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,7,621,SOUTHERN ROCK SOLE,14129,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,0,6804,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,8,607,PETRALE SOLE,249,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,8,621,SOUTHERN ROCK SOLE,190,0,0
1975,GROUNDFISH TRAWL,MIDWATER TRAWL,8,628,ENGLISH SOLE,822,0,0
1975,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,621,SOUTHERN ROCK SOLE,3590,0,0
1975,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,9376,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,2684,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,3905,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,45612,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,55171,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,112175,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,122123,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,202519,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,125566,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,23269,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,42505,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,9982,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,13796,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,24434,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,9,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,237,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,39566,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,47515,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,177285,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,2119,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,795,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,85648,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,38028,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,310699,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,50629,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,2389,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,69126,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,9723,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,275001,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,19770,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,183963,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,981357,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,21271,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,1153987,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,1001859,0,0
1976,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,922801,0,0
1976,GROUNDFISH TRAWL,MIDWATER TRAWL,5,621,SOUTHERN ROCK SOLE,528,0,0
1976,GROUNDFISH TRAWL,MIDWATER TRAWL,6,607,PETRALE SOLE,384,0,0
1976,GROUNDFISH TRAWL,MIDWATER TRAWL,8,607,PETRALE SOLE,119,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,621,SOUTHERN ROCK SOLE,13167,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,18185,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,607,PETRALE SOLE,26,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,20277,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,626,DOVER SOLE,194,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,628,ENGLISH SOLE,2798,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,621,SOUTHERN ROCK SOLE,840,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,602,ARROWTOOTH FLOUNDER,177,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,621,SOUTHERN ROCK SOLE,6717,0,0
1976,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,628,ENGLISH SOLE,20302,0,0
1977,FOREIGN,HOOK AND LINE,6,602,ARROWTOOTH FLOUNDER,0,0,0
1977,FOREIGN,HOOK AND LINE,9,602,ARROWTOOTH FLOUNDER,0,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,5353,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,1888,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,42034,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,40029,5897,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,184071,14515,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,278099,127473,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,199406,596,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,78663,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,42489,4536,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,79068,301,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,4977,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,9323,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,35126,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,4437,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,521,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,149957,96154,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,19420,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,77845,4686,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,2382,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,4698,907,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,97540,97071,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,30662,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,158458,4808,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,28903,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,4055,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,34887,23134,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,8774,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,267008,4536,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,7879,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,205165,1814,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,970370,532100,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,15332,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,572286,10387,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,467244,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,972196,19278,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,9,602,ARROWTOOTH FLOUNDER,30808,1814,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,9,607,PETRALE SOLE,655,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,9,621,SOUTHERN ROCK SOLE,5043,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,9,626,DOVER SOLE,101333,0,0
1977,GROUNDFISH TRAWL,BOTTOM TRAWL,9,628,ENGLISH SOLE,1942,0,0
1977,GROUNDFISH TRAWL,MIDWATER TRAWL,3,626,DOVER SOLE,266,0,0
1977,GROUNDFISH TRAWL,MIDWATER TRAWL,3,628,ENGLISH SOLE,288,0,0
1977,GROUNDFISH TRAWL,MIDWATER TRAWL,6,621,SOUTHERN ROCK SOLE,14,0,0
1977,GROUNDFISH TRAWL,MIDWATER TRAWL,9,626,DOVER SOLE,133,0,0
1977,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,621,SOUTHERN ROCK SOLE,8731,0,0
1977,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,16461,0,0
1977,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,1596,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,31554,2949,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,5530,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,44162,1663,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,41388,4764,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,118514,2040,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,220385,107507,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,107434,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,61614,2041,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,58087,504,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,63642,1089,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,7337,36514,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,10002,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,16093,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,30520,273,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,2645,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,404559,245189,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,20141,16,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,78344,1036,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,10206,602,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,5428,41,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,261586,565236,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,34175,212,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,215206,2372,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,42376,1496,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,17096,862,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,80062,101142,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,5687,145,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,355693,17090,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,40149,7533,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,63963,30872,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,1268961,215799,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,7311,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,508946,24598,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,315674,1134,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,471227,20662,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,9,602,ARROWTOOTH FLOUNDER,26385,102,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,9,607,PETRALE SOLE,35126,0,0
1978,GROUNDFISH TRAWL,BOTTOM TRAWL,9,626,DOVER SOLE,126824,590,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,1,621,SOUTHERN ROCK SOLE,112,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,5,628,ENGLISH SOLE,315,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,21,680,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,6,626,DOVER SOLE,701,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,1960,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,8,621,SOUTHERN ROCK SOLE,450,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,8,626,DOVER SOLE,23,0,0
1978,GROUNDFISH TRAWL,MIDWATER TRAWL,8,628,ENGLISH SOLE,954,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,602,ARROWTOOTH FLOUNDER,999,926,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,607,PETRALE SOLE,41,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,621,SOUTHERN ROCK SOLE,18989,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,626,DOVER SOLE,60617,4688,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,36160,40,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,607,PETRALE SOLE,202,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,106,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,626,DOVER SOLE,5204,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,628,ENGLISH SOLE,3944,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,602,ARROWTOOTH FLOUNDER,45,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,607,PETRALE SOLE,192,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,621,SOUTHERN ROCK SOLE,269,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,7,621,SOUTHERN ROCK SOLE,42,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,7,628,ENGLISH SOLE,434,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,602,ARROWTOOTH FLOUNDER,23867,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,621,SOUTHERN ROCK SOLE,8454,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,626,DOVER SOLE,448,0,0
1978,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,628,ENGLISH SOLE,22538,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,6796,5217,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,1942,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,1,621,SOUTHERN ROCK SOLE,43196,582,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,1,626,DOVER SOLE,23359,1143,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,1,628,ENGLISH SOLE,82004,14804,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,3,602,ARROWTOOTH FLOUNDER,51547,30300,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,3,607,PETRALE SOLE,80224,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,3,621,SOUTHERN ROCK SOLE,73318,227,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,3,626,DOVER SOLE,34001,3898,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,3,628,ENGLISH SOLE,52521,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,4,602,ARROWTOOTH FLOUNDER,28649,34305,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,4,607,PETRALE SOLE,9611,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,4,621,SOUTHERN ROCK SOLE,10972,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,4,626,DOVER SOLE,10115,7683,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,4,628,ENGLISH SOLE,4407,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,5,602,ARROWTOOTH FLOUNDER,132061,144670,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,5,607,PETRALE SOLE,26613,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,5,621,SOUTHERN ROCK SOLE,199400,5671,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,5,626,DOVER SOLE,11739,357,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,5,628,ENGLISH SOLE,14008,439,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,6,602,ARROWTOOTH FLOUNDER,51648,144159,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,6,607,PETRALE SOLE,27939,40,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,6,621,SOUTHERN ROCK SOLE,183604,2268,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,6,626,DOVER SOLE,39346,4248,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,6,628,ENGLISH SOLE,11908,742,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,7,602,ARROWTOOTH FLOUNDER,247074,150900,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,7,607,PETRALE SOLE,23169,1,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,7,621,SOUTHERN ROCK SOLE,641593,17849,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,7,626,DOVER SOLE,63201,3402,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,7,628,ENGLISH SOLE,117526,1475,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,8,602,ARROWTOOTH FLOUNDER,1276538,322373,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,8,607,PETRALE SOLE,15685,55,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,8,621,SOUTHERN ROCK SOLE,665582,1667,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,8,626,DOVER SOLE,563156,10196,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,8,628,ENGLISH SOLE,742038,74955,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,9,602,ARROWTOOTH FLOUNDER,7300,4398,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,9,607,PETRALE SOLE,2077,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,9,621,SOUTHERN ROCK SOLE,53,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,9,626,DOVER SOLE,63837,0,0
1979,GROUNDFISH TRAWL,BOTTOM TRAWL,9,628,ENGLISH SOLE,11,0,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,1,602,ARROWTOOTH FLOUNDER,1112,0,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,1,621,SOUTHERN ROCK SOLE,68,0,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,1,628,ENGLISH SOLE,1133,45,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,5,602,ARROWTOOTH FLOUNDER,0,70,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,6,602,ARROWTOOTH FLOUNDER,0,25,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,8,602,ARROWTOOTH FLOUNDER,1743,0,0
1979,GROUNDFISH TRAWL,MIDWATER TRAWL,8,628,ENGLISH SOLE,1456,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,602,ARROWTOOTH FLOUNDER,1656,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,607,PETRALE SOLE,570,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,621,SOUTHERN ROCK SOLE,20360,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,626,DOVER SOLE,34292,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,1,628,ENGLISH SOLE,31598,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,602,ARROWTOOTH FLOUNDER,1491,3402,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,607,PETRALE SOLE,11350,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,621,SOUTHERN ROCK SOLE,10297,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,626,DOVER SOLE,10483,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,3,628,ENGLISH SOLE,8136,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,602,ARROWTOOTH FLOUNDER,1940,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,607,PETRALE SOLE,291,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,621,SOUTHERN ROCK SOLE,711,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,4,626,DOVER SOLE,187,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,602,ARROWTOOTH FLOUNDER,6128,10982,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,621,SOUTHERN ROCK SOLE,923,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,5,626,DOVER SOLE,433,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,602,ARROWTOOTH FLOUNDER,5274,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,607,PETRALE SOLE,2639,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,621,SOUTHERN ROCK SOLE,17028,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,6,628,ENGLISH SOLE,911,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,7,607,PETRALE SOLE,306,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,7,621,SOUTHERN ROCK SOLE,5763,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,602,ARROWTOOTH FLOUNDER,2149,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,607,PETRALE SOLE,55,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,621,SOUTHERN ROCK SOLE,673,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,626,DOVER SOLE,6356,0,0
1979,GROUNDFISH TRAWL,UNKNOWN TRAWL,8,628,ENGLISH SOLE,1807,0,0
1980,GROUNDFISH TRAWL,BOTTOM TRAWL,1,602,ARROWTOOTH FLOUNDER,12577,38738,0
1980,GROUNDFISH TRAWL,BOTTOM TRAWL,1,607,PETRALE SOLE,2050,0,0
